Var1,Var2
"qin,jiao","秦艽"
"qin,jie,mei","亲姐妹"
"qin,jin","亲近,勤谨"
"qin,jin,zhi,hao","秦晋之好"
"qin,jing","钦敬"
"qin,jing,gao,xuan","秦镜高悬"
"qin,ju","寝具"
"qin,juan","亲眷"
"qin,ken","勤恳"
"qin,kou","亲口"
"qin,ku","勤苦"
"qin,kuai","勤快"
"qin,lao","勤劳"
"qin,li","亲历,勤力"
"qin,lian","勤练"
"qin,lin","亲临"
"qin,ling","秦岭,侵凌"
"qin,liu,gan","禽流感"
"qin,lou,chu,guan","秦楼楚馆"
"qin,mi","亲密"
"qin,mi,wu,jian","亲密无间"
"qin,mian","勤勉"
"qin,ming","钦命"
"qin,mu","钦慕"
"qin,na","擒拿"
"qin,neng,bu,zhuo","勤能补拙"
"qin,ni","亲昵"
"qin,niang","亲娘"
"qin,niao","琴鸟"
"qin,pei","钦佩"
"qin,peng","亲朋"
"qin,peng,hao,you","亲朋好友"
"qin,qi","亲戚"
"qin,qi,shu,hua","琴棋书画"
"qin,qiang","秦腔"
"qin,qie","亲切"
"qin,qie,de","亲切的"
"qin,qie,gan","亲切感"
"qin,qin","亲亲"
"qin,qin,ken,ken","勤勤恳恳"
"qin,qin,re,re","亲亲热热"
"qin,qing","亲情"
"qin,quan","侵权"
"qin,rao","侵扰"
"qin,re","亲热"
"qin,ren","亲人"
"qin,ren,fei,fu","沁人肺腑"
"qin,ren,tong,xin","亲人通信"
"qin,ren,xin,pi","沁人心脾"
"qin,ru","侵入,沁入"
"qin,ru,jia,ren","亲如家人"
"qin,ru,shou,zu","亲如手足"
"qin,ru,ti","侵入体"
"qin,ru,xin,fei","沁入心扉"
"qin,ru,xiong,di","亲如兄弟"
"qin,ru,yi,jia","亲如一家"
"qin,run","沁润"
"qin,se","琴瑟"
"qin,shan","亲善"
"qin,she","禽舍"
"qin,shen","亲身"
"qin,sheng","亲生,琴声"
"qin,shi","侵蚀,寝室,亲事,琴师,寝食"
"qin,shi,bu,an","寝食不安"
"qin,shi,huang","秦始皇"
"qin,shou","亲手,禽兽"
"qin,shu","亲属,亲疏,琴书"
"qin,shui,xing","亲水性"
"qin,sui","亲随"
"qin,tian,jian","钦天监"
"qin,tong,chou,kuai","亲痛仇快"
"qin,tun","侵吞"
"qin,wang","亲王,勤王"
"qin,wen","亲吻"
"qin,wu","勤务"
"qin,wu,bing","勤务兵"
"qin,wu,yuan","勤务员"
"qin,xi","侵袭"
"qin,xian","琴弦,钦羡"
"qin,xiao","侵晓"
"qin,xin","亲信"
"qin,xiong,di","亲兄弟"
"qin,xue","勤学"
"qin,xue,ku,lian","勤学苦练"
"qin,yan","亲眼"
"qin,yang","钦仰"
"qin,yong","秦俑"
"qin,you","亲友"
"qin,you,ji,tuan","亲油基团"
"qin,yu","勤于"
"qin,yuan","亲缘"
"qin,yuan,chun","沁园春"
"qin,yue","侵越"
"qin,za","勤杂"
"qin,za,gong","勤杂工"
"qin,za,ren,yuan","勤杂人员"
"qin,zhan","侵占"
"qin,zheng","亲政,亲征"
"qin,zhi","亲知"
"qin,zhuan","秦篆"
"qin,zi","亲自,亲子"
"qin,zu","亲族"
"qin,zui","亲嘴"
"qing","情,请,清,青,晴,轻,卿,庆,倾,顷,罄,氢,擎,氰,磬"
"qing,ai","情爱"
"qing,an","请安"
"qing,bai","清白,青白"
"qing,bang","青帮"
"qing,bao","情报"
"qing,bao,jian,suo","情报检索"
"qing,bao,ju","情报局"
"qing,bao,suo","情报所"
"qing,bao,wang","情报网"
"qing,bao,xue","情报学"
"qing,bao,yuan","情报员"
"qing,bao,zhan","情报站"
"qing,bi","清碧"
"qing,bian","轻便,请便"
"qing,bo","轻薄"
"qing,bu,zi,jin","情不自禁"
"qing,cai","青菜,轻财"
"qing,cang","清仓"
"qing,cang,cha,ku","清仓查库"
"qing,cao","情操,青草"
"qing,ce","清册,倾侧"
"qing,cha","清查,清茶"
"qing,chan,he,zi","清产核资"
"qing,chang","清偿,情场,清场,清唱"
"qing,chang,jia","请长假"
"qing,chang,ju","清唱剧"
"qing,chao","清朝,倾巢"
"qing,chao,chu,dong","倾巢出动"
"qing,che","清澈"
"qing,che,jian,cong","轻车简从"
"qing,che,jian,di","清澈见底"
"qing,che,shu,lu","轻车熟路"
"qing,chen","清晨"
"qing,cheng","倾城,清澄"
"qing,cheng,qing,guo","倾城倾国"
"qing,chi","情痴"
"qing,chu","清楚,清除"
"qing,chu,yu,lan","青出于蓝"
"qing,chu,yu,lan,er,sheng,yu,lan","青出于蓝而胜于蓝"
"qing,chun","青春,清纯,清醇"
"qing,chun,bu,zai","青春不再"
"qing,chun,nian,shao","青春年少"
"qing,chun,qi","青春期"
"qing,ci","青瓷"
"qing,cong","青葱"
"qing,cui","清脆,青翠"
"qing,da,fu","卿大夫"
"qing,da,mei,su","庆大霉素"
"qing,dai","青黛"
"qing,dan","清单,清淡,氢弹"
"qing,dang","清党"
"qing,dao","青岛,倾倒,清道"
"qing,dao,fu","清道夫"
"qing,deng","青灯"
"qing,di","情敌,轻敌"
"qing,dian","庆典,清点"
"qing,diao","情调,请调"
"qing,dong","倾动"
"qing,dou","青豆"
"qing,dou,chu,kai","情窦初开"
"qing,dun","清炖"
"qing,er","倾耳"
"qing,er,yi,ju","轻而易举"
"qing,fang","轻纺,轻放"
"qing,fen","情分,清芬"
"qing,feng","清风,轻风"
"qing,feng,liang,xiu","清风两袖"
"qing,feng,ming,yue","清风明月"
"qing,feng,xu,lai","清风徐来"
"qing,fu","情妇,轻浮,倾覆,情夫,清福"
"qing,fu,bu,si","庆父不死"
"qing,fu,suan","氢氟酸"
"qing,gan","情感"
"qing,gang","青冈"
"qing,gao","清高,清稿"
"qing,ge","情歌"
"qing,ge,man,wu","轻歌曼舞"
"qing,gong","轻工,青工,庆功,请功"
"qing,gong,ye","轻工业"
"qing,gong,ye,bu","轻工业部"
"qing,gong,ye,ju","轻工业局"
"qing,guan","清官"
"qing,guang,yan","青光眼"
"qing,gui","轻轨,清规"
"qing,gui,jie,lv","清规戒律"
"qing,guo","青果,倾国"
"qing,guo,qing,cheng","倾国倾城"
"qing,hai","青海"
"qing,hai,hu","青海湖"
"qing,hai,sheng","青海省"
"qing,han","清寒"
"qing,hao","晴好,青蒿"
"qing,he","庆贺,清河,晴和"
"qing,hong,zao,bai","青红皂白"
"qing,hu","轻忽"
"qing,hua","清华,情话,青花"
"qing,hua,da,xue","清华大学"
"qing,hua,jia","氰化钾"
"qing,hua,qing","氰化氢"
"qing,hua,wu","氢化物"
"qing,huai","情怀"
"qing,huan","清还,轻缓"
"qing,huang,bu,jie","青黄不接"
"qing,hui","请回,清辉,青灰"
"qing,huo","轻活,清火"
"qing,ji","情急,清寂"
"qing,ji,guan,qiang","轻机关枪"
"qing,ji,qiang","轻机枪"
"qing,ji,zhi,sheng","情急智生"
"qing,jia","请假,亲家"
"qing,jia,dang,chan","倾家荡产"
"qing,jia,gong","亲家公"
"qing,jia,mu","亲家母"
"qing,jia,tiao","请假条"
"qing,jian","请柬,氢键,清减"
"qing,jiang","清江"
"qing,jiao","请教,青椒,清缴,倾角,清剿"
"qing,jiao,tu","清教徒"
"qing,jie","情节,清洁,情结,轻捷"
"qing,jie,gong","清洁工"
"qing,jin","青筋,罄尽"
"qing,jin,shu","轻金属"
"qing,jing","情景,情境,清净,清静"
"qing,jing,jiao,rong","情景交融"
"qing,jiu","清酒"
"qing,ju,wang,dong","轻举妄动"
"qing,jun","清俊"
"qing,jun,ce","清君侧"
"qing,jun,ru,weng","请君入瓮"
"qing,kan","轻看"
"qing,ke","请客,顷刻,青稞,清客"
"qing,ke,jiu","青稞酒"
"qing,kong","晴空"
"qing,kong,wan,li","晴空万里"
"qing,kou","清口"
"qing,kou,bo,she","轻口薄舌"
"qing,ku","清苦,清库"
"qing,kuai","轻快"
"qing,kuang","情况,轻狂"
"qing,lai","青睐"
"qing,lan","青蓝"
"qing,lang","晴朗,情郎,清朗"
"qing,leng","清冷"
"qing,li","清理,情理,清丽"
"qing,li,zhi,zhong","情理之中"
"qing,li,zi,nong,du,zhi,shu","氢离子浓度指数"
"qing,lian","清廉,青莲"
"qing,lian,se","青莲色"
"qing,liang","清凉,清亮"
"qing,liang,ji","轻量级"
"qing,liang,shan","清凉山"
"qing,liang,you","清凉油"
"qing,lie","清冽"
"qing,ling","轻灵"
"qing,ling,ling","清凌凌"
"qing,ling,zai","轻灵在"
"qing,liu","清流"
"qing,long","青龙"
"qing,lou","青楼"
"qing,lun","晴纶"
"qing,lv","情侣,青绿"
"qing,ma","青麻,苘麻"
"qing,man","轻慢"
"qing,mei","青梅"
"qing,mei,su","青霉素"
"qing,mei,zhu,ma","青梅竹马"
"qing,mian","情面"
"qing,mian,ji","清棉机"
"qing,mian,liao,ya","青面獠牙"
"qing,miao","青苗"
"qing,miao,dan,xie","轻描淡写"
"qing,mie","轻蔑"
"qing,mie,de","轻蔑的"
"qing,ming","清明,请命,清名"
"qing,ming,jie","清明节"
"qing,mu","倾慕"
"qing,nang","倾囊"
"qing,nian","青年"
"qing,nian,gong","青年宫"
"qing,nian,jie","青年节"
"qing,nian,ren","青年人"
"qing,nian,tu,ji,dui","青年突击队"
"qing,nian,yun,dong","青年运动"
"qing,niao","青鸟"
"qing,nuan","轻暖"
"qing,nuo,gua,xin","轻诺寡信"
"qing,pan","清盘"
"qing,pen","倾盆"
"qing,pen,da,yu","倾盆大雨"
"qing,pen,er,jiang","倾盆而降"
"qing,pi","青皮"
"qing,piao","轻飘"
"qing,piao,piao","轻飘飘"
"qing,pin","清贫"
"qing,ping","清平"
"qing,qi","氢气,轻骑,清漆,清奇"
"qing,qi,bing","轻骑兵"
"qing,qian","清欠"
"qing,qiao","轻巧"
"qing,qing","轻轻,倾情,青青,清清,卿卿"
"qing,qing,bai,bai","清清白白"
"qing,qing,chu,chu","清清楚楚"
"qing,qing,de","轻轻地,轻轻的"
"qing,qing,de,qing,qing,de","轻轻地轻轻的"
"qing,qing,suan","氢氰酸"
"qing,qing,wo,wo","卿卿我我"
"qing,qiu","请求,清秋"
"qing,qu","情趣,轻取,清癯"
"qing,quan","清泉"
"qing,re","清热"
"qing,ren","情人"
"qing,ren,yan,li,chu,xi,shi","情人眼里出西施"
"qing,rou","轻柔"
"qing,ru,hong,mao","轻如鸿毛"
"qing,ruan","轻软"
"qing,run","清润"
"qing,sa","倾洒"
"qing,sao","清扫"
"qing,se","青色"
"qing,se,de","青色的"
"qing,sha","轻纱,情杀"
"qing,sha,zhang","青纱帐"
"qing,shan","青山"
"qing,shan,lv,shui","青山绿水"
"qing,shang","轻伤,请赏"
"qing,shao,nian","青少年"
"qing,she","青蛇"
"qing,shen","轻身"
"qing,shen,si,hai","情深似海"
"qing,sheng","轻声,轻生,轻省"
"qing,shi","请示,轻视,情势,情事,青石,情诗,青史"
"qing,shi,ao,wu","轻世傲物"
"qing,shou","清瘦,庆寿"
"qing,shou,qing,jiao","轻手轻脚"
"qing,shu","情书"
"qing,shuai","轻率"
"qing,shuang","清爽"
"qing,shui","清水,轻水"
"qing,shui,ya,men","清水衙门"
"qing,si","情思,青丝,情丝"
"qing,si,liao","青饲料"
"qing,song","轻松,青松"
"qing,su","倾诉,情愫"
"qing,suan","清算,氰酸,青蒜"
"qing,sui,shi,qian","情随事迁"
"qing,ta","倾塌"
"qing,tai","青苔,情态"
"qing,tan","倾谈,清谈"
"qing,tang,wa,she","青堂瓦舍"
"qing,tian","晴天,青天,清甜"
"qing,tian,bai,ri","青天白日"
"qing,tian,pi,li","晴天霹雳"
"qing,tian,zhu","擎天柱"
"qing,tiao","轻佻"
"qing,tie","请帖"
"qing,ting","倾听,蜻蜓,清廷"
"qing,ting,dian,shui","蜻蜓点水"
"qing,tong","青铜"
"qing,tong,qi","青铜器"
"qing,tong,qi,shi,dai","青铜器时代"
"qing,tong,shou,zu","情同手足"
"qing,tou,yi,he","情投意合"
"qing,tu","倾吐"
"qing,tui","清退"
"qing,tuo","请托"
"qing,wa","青蛙"
"qing,wan","清玩"
"qing,wang","情网"
"qing,wei","轻微,情味"
"qing,wen","请问"
"qing,wen,bing,mao","情文并茂"
"qing,wu","请勿,轻侮"
"qing,wu,qi","轻武器"
"qing,xi","清晰,清洗,清溪"
"qing,xi,du","清晰度"
"qing,xia","青虾"
"qing,xian","清闲,轻闲,倾羡,清鲜"
"qing,xian,zi,zai","清闲自在"
"qing,xiang","倾向,清香,请降"
"qing,xiang,dao,qie","倾箱倒箧"
"qing,xiang,xing","倾向性"
"qing,xiao","倾销"
"qing,xie","倾斜,倾泻,倾卸"
"qing,xie,du","倾斜度"
"qing,xie,jiao","倾斜角"
"qing,xie,jiao,e","倾斜角俄,倾斜角额,倾斜角恶"
"qing,xie,mian","倾斜面"
"qing,xin","清新,倾心,轻信,清心,清馨"
"qing,xin,jin,li","倾心尽力"
"qing,xin,tu,dan","倾心吐胆"
"qing,xing","情形,清醒,轻型,庆幸,情性"
"qing,xing,ji","清醒剂"
"qing,xiu","清秀"
"qing,xu","情绪"
"qing,ya","清雅,倾轧"
"qing,yan","青眼"
"qing,yan,xi,yu","轻言细语"
"qing,yang","庆阳,清扬,轻扬,清样"
"qing,yang,gen","氢氧根"
"qing,yang,hua,an","氢氧化铵"
"qing,yang,hua,gai","氢氧化钙"
"qing,yang,hua,lv","氢氧化铝"
"qing,yang,hua,na","氢氧化钠"
"qing,yang,hua,wu","氢氧化物"
"qing,yang,ji","氢氧基"
"qing,ye","清夜"
"qing,yi","轻易,情谊,情意,青衣,情义,清逸,清议,清漪"
"qing,yi,se","清一色"
"qing,yin","清音"
"qing,yin,shua","轻印刷"
"qing,yin,yue","轻音乐"
"qing,ying","轻盈,请缨"
"qing,you","清幽,清油,情由"
"qing,you,ke,yuan","情有可原"
"qing,yu","情欲,清淤,青鱼"
"qing,yu,biao","晴雨表"
"qing,yu,hong,mao","轻于鸿毛"
"qing,yu,ji","晴雨计"
"qing,yu,san","晴雨伞"
"qing,yuan","情缘,情愿,请愿"
"qing,yuan,shu","请愿书"
"qing,yuan,su","轻元素"
"qing,yue","清越"
"qing,yun","青云,清运,情韵"
"qing,yun,hui","青运会"
"qing,yun,zhi,shang","青云直上"
"qing,zang","青藏"
"qing,zao","清早"
"qing,zhan","请战,清湛"
"qing,zhang","清障,清账"
"qing,zhen","清真"
"qing,zhen,ci,qie","情真词切"
"qing,zhen,jiao","清真教"
"qing,zhen,si","清真寺"
"qing,zhen,yi,qie","情真意切"
"qing,zhen,yi,zhi","情真意挚"
"qing,zheng","清正,清蒸,清整"
"qing,zheng,lian,jie","清正廉洁"
"qing,zhi","轻质,情知,情致"
"qing,zhong","轻重,情种,青冢"
"qing,zhong,dao,zhi","轻重倒置"
"qing,zhong,huan,ji","轻重缓急"
"qing,zhou","轻舟,青州"
"qing,zhu","庆祝,倾注,青贮"
"qing,zhu,hui","庆祝会"
"qing,zhu,jiao","青贮窖"
"qing,zhu,nan,shu","罄竹难书"
"qing,zhuang","轻装,情状"
"qing,zhuang,jian,cong","轻装简从"
"qing,zhuang,nian","青壮年"
"qing,zhuang,shang,zhen","轻装上阵"
"qing,zhuo","清浊"
"qing,zi","青紫"
"qing,zui","请罪,轻罪"
"qing,zuo","请坐"
"qiong","穷,琼,穹,茕"
"qiong,bing,du,wu","穷兵黩武"
"qiong,cang","穹苍"
"qiong,chou","穷愁"
"qiong,cu","穷蹙"
"qiong,ding","穹顶"
"qiong,er,hou,gong","穷而后工"
"qiong,fa","穷乏"
"qiong,gen","穷根"
"qiong,gen,jiu,di","穷根究底"
"qiong,guo","穷国"
"qiong,guo,du","穷过渡"
"qiong,hai","琼海"
"qiong,han","穷汉"
"qiong,hua","琼华"
"qiong,ji,wu,liao","穷极无聊"
"qiong,jia,fu,lu","穷家富路"
"qiong,jiang","琼浆"
"qiong,jiang,yu,ye","琼浆玉液"
"qiong,jie","穷竭"
"qiong,jin","穷尽"
"qiong,jiu","穷究"
"qiong,ju","琼剧"
"qiong,kou","穷寇"
"qiong,ku","穷苦"
"qiong,kun","穷困"
"qiong,kun,liao,dao","穷困潦倒"
"qiong,lai","邛崃"
"qiong,long","穹隆"
"qiong,lou,yu,yu","琼楼玉宇"
"qiong,lu","穹庐"
"qiong,mang","穷忙"
"qiong,nian,lei,yue","穷年累月"
"qiong,qi","穷期"
"qiong,qiong","茕茕"
"qiong,qiong,jie,li","茕茕孑立"
"qiong,ren","穷人"
"qiong,ri,zi","穷日子"
"qiong,shan,e,shui","穷山恶水"
"qiong,she,ji,chi","穷奢极侈"
"qiong,she,ji,yu","穷奢极欲"
"qiong,suan","穷酸"
"qiong,tu","穷途"
"qiong,tu,liao,dao","穷途潦倒"
"qiong,tu,mo,lu","穷途末路"
"qiong,xiang,pi,rang","穷乡僻壤"
"qiong,xing,jin,xiang","穷形尽相"
"qiong,xiong,ji,e","穷凶极恶"
"qiong,yao","琼瑶"
"qiong,yu","穷于"
"qiong,yuan,jing,wei","穷原竟委"
"qiong,yuan,su,liu","穷源溯流"
"qiong,ze,si,bian","穷则思变"
"qiong,zhi","琼脂"
"qiong,zhi,yu,ye","琼枝玉叶"
"qiong,zhui","穷追"
"qiong,zhui,bu,she","穷追不舍"
"qiong,zhui,meng,da","穷追猛打"
"qiu","求,秋,球,丘,囚,邱,酋,泅,裘,鳅,糗,逑"
"qiu,ai","求爱"
"qiu,ban,jing","球半径"
"qiu,bi,te","丘比特"
"qiu,bo","秋播,秋波"
"qiu,cai","秋菜"
"qiu,cao","球操"
"qiu,chang","球场"
"qiu,che","囚车"
"qiu,cheng","求成"
"qiu,chong,bing","球虫病"
"qiu,ci","龟兹"
"qiu,dan","球胆"
"qiu,dan,bai","球蛋白"
"qiu,dao","求导"
"qiu,de","求得"
"qiu,dong","秋冬"
"qiu,du","泅渡"
"qiu,dui","球队"
"qiu,er","球儿"
"qiu,fan","囚犯"
"qiu,fang","囚房"
"qiu,fen","秋分"
"qiu,fen,dian","秋分点"
"qiu,feng","秋风,球风"
"qiu,feng,guo,er","秋风过耳"
"qiu,feng,sao,luo,ye","秋风扫落叶"
"qiu,gao","求告"
"qiu,gao,qi,shuang","秋高气爽"
"qiu,geng","秋耕"
"qiu,gou","求购"
"qiu,guan","秋灌"
"qiu,guang","秋光"
"qiu,guo","球果"
"qiu,hai,tang","秋海棠"
"qiu,hao","秋毫"
"qiu,hao,wu,fan","秋毫无犯"
"qiu,hao,zhi,mo","秋毫之末"
"qiu,he","求和,丘壑"
"qiu,hou","秋后"
"qiu,hou,ma,zha","秋后蚂蚱"
"qiu,hou,suan,zhang","秋后算账"
"qiu,hun","求婚"
"qiu,ji","秋季,球技"
"qiu,ji,er","丘吉尔,邱吉尔"
"qiu,jian","求见,遒健"
"qiu,jiao","求教"
"qiu,jie","求解,求借"
"qiu,jin","囚禁"
"qiu,jing","遒劲,球茎,秋景"
"qiu,jiu","求救"
"qiu,ju","秋菊"
"qiu,jun","球菌"
"qiu,ku","球裤"
"qiu,lao","囚牢"
"qiu,lao,hu","秋老虎"
"qiu,lei","球类"
"qiu,li","求利"
"qiu,liang","秋粮,秋凉"
"qiu,ling","丘陵,球龄,秋令"
"qiu,ling,di","丘陵地"
"qiu,long","囚笼,虬龙"
"qiu,lu","球路"
"qiu,men","球门"
"qiu,mi","球迷"
"qiu,mian","球面"
"qiu,mian,ji,he","球面几何"
"qiu,mian,jiao","球面角"
"qiu,mian,jing","球面镜"
"qiu,mian,san,jiao,xing","球面三角形"
"qiu,mo","秋末"
"qiu,mo,ji","球磨机"
"qiu,mo,zhu,tie","球墨铸铁"
"qiu,mu","丘墓"
"qiu,nao","丘脑"
"qiu,ou","求偶"
"qiu,pai","球拍"
"qiu,pai,zi","球拍子"
"qiu,pi","裘皮"
"qiu,qi","求乞"
"qiu,qian","秋千,求签"
"qiu,qin","求亲"
"qiu,qing","求情"
"qiu,quan","求全"
"qiu,quan,ze,bei","求全责备"
"qiu,ran","虬髯"
"qiu,rao","求饶"
"qiu,ren","求人"
"qiu,ri","秋日"
"qiu,rong","求荣"
"qiu,sai","球赛"
"qiu,se","秋色"
"qiu,shen","求神"
"qiu,shen,bai,fo","求神拜佛"
"qiu,sheng","求生,秋声"
"qiu,shi","求实,求是,囚室,秋实"
"qiu,shou","秋收,球手,求售"
"qiu,shou,gou,mian","囚首垢面"
"qiu,shou,qi,yi","秋收起义"
"qiu,shu","秋熟"
"qiu,shuang","秋霜"
"qiu,shui","秋水,泅水"
"qiu,suo","求索"
"qiu,tai","球台"
"qiu,tan","球坛"
"qiu,ti","球体"
"qiu,tian","秋天"
"qiu,tian,wen,she","求田问舍"
"qiu,tong,cun,yi","求同存异"
"qiu,tu","囚徒"
"qiu,wang","球王,球网"
"qiu,wei","秋闱"
"qiu,wu,jia","求无价"
"qiu,xian","求仙"
"qiu,xiang","求降"
"qiu,xie","球鞋"
"qiu,xin","求新,球心"
"qiu,xing","球星,球形"
"qiu,xue","求学"
"qiu,xun","秋汛"
"qiu,ye,ye,gao,nai,nai","求爷爷告奶奶"
"qiu,yi","求医,球衣,秋意,球艺,囚衣"
"qiu,yin","蚯蚓,球瘾"
"qiu,you","秋游"
"qiu,yu","秋雨,求雨,犰狳"
"qiu,yu,mian,mian","秋雨绵绵"
"qiu,yuan","球员,求援"
"qiu,yue,dang,kong","秋月当空"
"qiu,zhan","求战"
"qiu,zhang","酋长"
"qiu,zhang,guo","酋长国"
"qiu,zhen","丘疹,求诊"
"qiu,zheng","求证,秋征"
"qiu,zhi","求职,求知,虬枝"
"qiu,zhi,bu,de","求之不得"
"qiu,zhi,yu","求知欲"
"qiu,zhou,cheng","球轴承"
"qiu,zhu","求助"
"qiu,zhu,yu","求助于"
"qiu,zhuang","球状"
"qiu,zhuang,jia","秋庄稼"
"qiu,zhuang,zu,zhi","球状组织"
"qu","去,取,区,曲,趣,趋,屈,驱,娶,渠,躯,龋,蛆"
"qu,ba","去吧"
"qu,bao","取保"
"qu,bi","趋避"
"qu,bie","区别"
"qu,bie,zhen","曲别针"
"qu,bing","曲柄"
"qu,bu,li,kou","曲不离口"
"qu,cai","取材,屈才"
"qu,ce","驱策"
"qu,chang,bu,duan","取长补短"
"qu,che","驱车"
"qu,chi","龋齿,曲尺"
"qu,chong","蛆虫"
"qu,chong,ji","驱虫剂"
"qu,chu","取出,去处,去除,祛除,驱除"
"qu,ci","去磁"
"qu,cong","屈从"
"qu,cu,qu,jing","去粗取精"
"qu,da,cheng,zhao","屈打成招"
"qu,dai","取代"
"qu,dao","渠道,取道"
"qu,de","取得"
"qu,di","取缔"
"qu,diao","去掉,曲调"
"qu,diao,dou,hao","去掉逗号"
"qu,dong","驱动,去冬"
"qu,dong,qi","驱动器"
"qu,duan","区段"
"qu,dui","区队"
"qu,er,dai,zhi","取而代之"
"qu,fa","取法"
"qu,fen","区分"
"qu,feng","趋奉"
"qu,fu","屈服,曲阜,趋附,区府"
"qu,fu,dian","屈服点"
"qu,gan","驱赶,躯干"
"qu,gao","趋高"
"qu,gao,he,gua","曲高和寡"
"qu,guan","渠灌"
"qu,guang","趋光"
"qu,guang,du","屈光度"
"qu,guang,xing","趋光性"
"qu,gun,qiu","曲棍球"
"qu,guo","去国"
"qu,han","驱寒"
"qu,hei","黢黑"
"qu,hua","区划,趣话"
"qu,huan","趋缓"
"qu,hui","区徽"
"qu,huo","去火"
"qu,ji","阒寂"
"qu,jia","屈驾"
"qu,jian","区间"
"qu,jiang","曲江"
"qu,jie","曲解,屈节"
"qu,jin","趋紧"
"qu,jin,qi,miao","曲尽其妙"
"qu,jing","取景,取经,曲径"
"qu,jing,kuang","取景框"
"qu,jing,qi","取景器"
"qu,jing,tong,you","曲径通幽"
"qu,jing,yong,hong","取精用弘"
"qu,jing,zeng","曲颈甑"
"qu,jiu","屈就"
"qu,ju","屈居,曲剧,趣剧"
"qu,jue","取决"
"qu,jue,yu","取决于"
"qu,jun","曲菌"
"qu,kuai","区块"
"qu,kuan","取款"
"qu,lao","劬劳"
"qu,lao,dong,li","去劳动力"
"qu,le","取乐"
"qu,li,bi,hai","趋利避害"
"qu,li,guai,wan","曲里拐弯"
"qu,liu","去留"
"qu,lu","去路,取录"
"qu,lv","曲率"
"qu,mai,cai","苣荬菜"
"qu,mei","曲霉"
"qu,mian","曲面"
"qu,mian,pi","取面皮"
"qu,ming","取名"
"qu,mu","曲目"
"qu,nao","取闹"
"qu,nian","去年"
"qu,nuan","取暖"
"qu,nuan,fei","取暖费"
"qu,nuan,qi","取暖器"
"qu,pai","曲牌"
"qu,pi","去皮"
"qu,ping","取平"
"qu,po","驱迫"
"qu,pu","曲谱"
"qu,qi","娶妻,区旗,曲奇,取齐"
"qu,qian","趋前,驱遣"
"qu,qiao","躯壳,取巧"
"qu,qin","娶亲"
"qu,qiu","去秋,去求"
"qu,qu","区区,屈曲,蛐蛐"
"qu,qu,er","蛐蛐儿"
"qu,qu,wan,wan","曲曲弯弯"
"qu,qu,xiao,shi","区区小事"
"qu,qu,zhe,zhe","曲曲折折"
"qu,ran","阒然"
"qu,ren","去任"
"qu,ri","去日"
"qu,ru","屈辱"
"qu,san","驱散"
"qu,she","取舍"
"qu,she,pao","曲射炮"
"qu,shen","屈伸"
"qu,sheng","取胜,去声"
"qu,shi","趋势,去世,趣事,驱使,曲式,趋时"
"qu,shi,ti","屈氏体"
"qu,shu","祛暑,去暑,氍毹"
"qu,shui","曲水"
"qu,shui,liu,shang","曲水流觞"
"qu,si","屈死"
"qu,sui","去岁"
"qu,tan","趣谈,祛痰,曲坛"
"qu,tan,ji","祛痰剂"
"qu,ti","躯体"
"qu,tong","趋同"
"qu,tu,xi,xin","曲突徙薪"
"qu,wang","屈枉"
"qu,wei","趣味,区委,区位"
"qu,wei,cun,zhen","去伪存真"
"qu,wei,xing","趣味性"
"qu,wen","趣闻,驱蚊"
"qu,wu,cun,jing","去芜存菁"
"qu,wu,fen","去污粉"
"qu,wu,ji","去污剂"
"qu,wu,ying","去无影"
"qu,xi","屈膝"
"qu,xia","取下"
"qu,xian","区县,曲线"
"qu,xian,mei","曲线美"
"qu,xian,tu","曲线图"
"qu,xian,yun,dong","曲线运动"
"qu,xiang","取向,趋向,去向"
"qu,xiao","取消,取笑"
"qu,xie","驱邪"
"qu,xin","取信"
"qu,xin,yu,min","取信于民"
"qu,xiong","去雄"
"qu,xu,er","屈戌儿"
"qu,yan,fu,shi","趋炎附势"
"qu,yang","取样"
"qu,yi","曲艺"
"qu,yi,feng,ying","曲意逢迎"
"qu,yi,ge","取一个"
"qu,yu","区域,趋于"
"qu,yu,xing","区域性"
"qu,yuan","屈原"
"qu,yue","取悦"
"qu,zhang","区长"
"qu,zhao","去找"
"qu,zhe","曲折"
"qu,zhe,yu","屈折语"
"qu,zheng","取证"
"qu,zhi","屈指,曲直,去职"
"qu,zhi,bu,jin","取之不尽"
"qu,zhi,ke,shu","屈指可数"
"qu,zhi,yi,suan","屈指一算"
"qu,zhong","曲种"
"qu,zhong,ren,san","曲终人散"
"qu,zhou","曲轴"
"qu,zhu","驱逐"
"qu,zhu,chu,jing","驱逐出境"
"qu,zhu,ji","驱逐机"
"qu,zhu,jian","驱逐舰"
"qu,zhu,ling","驱逐令"
"qu,zi","取自,曲子"
"qu,zou","驱走"
"qu,zou,zou","去走走"
"qu,zun","屈尊"
"quan","全,权,劝,泉,圈,券,拳,犬,痊,诠,蜷,颧,醛,绻"
"quan,ban","全班"
"quan,bang","拳棒"
"quan,bao","全豹"
"quan,ben","全本"
"quan,bi","泉币"
"quan,bian","权变"
"quan,biao","权标"
"quan,bing","权柄"
"quan,bu","全部"
"quan,bu,li,shou","拳不离手"
"quan,cai","全才"
"quan,cao","圈操"
"quan,chang","全场,全长,全厂"
